School Year,School Code,District Number,School Number,District Name,School Name,Gender,Ethnicity,Type,Graduates with Diploma in 4 years,Graduates with Diploma but IEP allowed 4+ years,Graduates with Diploma in 4+ years,Certificates of Completion or GED,Total Graduates or Completers,AFGR Graduates,Grade 9 Membership,Grade 10 Membership,AFGR Average Membership,AFGR Grad Rate,District Factors Impacting AFGR**
2012 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Male ,Total ,A1 ,66 ,0 ,0 ,4 ,70 ,66 ,85 ,84 ,84.5 ,78.1 ,"A,E "
2011 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Male ,Total ,A1 ,84 ,0 ,0 ,2 ,86 ,84 ,123 ,119 ,121.0 ,69.4 ,"A,E "
2010 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Male ,Total ,A1 ,86 ,0 ,1 ,2 ,89 ,86 ,121 ,133 ,127.0 ,67.7 ,"A,E "
2009 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Male ,Total ,A1 ,89 ,0 ,2 ,5 ,96 ,89 ,122 ,123 ,122.5 ,72.7 ,"A,E "
2008 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Male ,Total ,A1 ,85 ,0 ,3 ,3 ,91 ,85 ,130 ,123 ,126.5 ,67.2 ,"A,E "
2012 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,White ,A1 ,143 ,0 ,0 ,6 ,149 ,143 ,184 ,184 ,184.0 ,77.7 ,"A,E "
2011 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,White ,A1 ,167 ,0 ,1 ,3 ,171 ,167 ,224 ,208 ,216.0 ,77.3 ,"A,E "
2010 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,White ,A1 ,160 ,0 ,1 ,4 ,165 ,160 ,229 ,216 ,222.5 ,71.9 ,"A,E "
2009 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,White ,A1 ,175 ,0 ,2 ,9 ,186 ,175 ,214 ,220 ,217.0 ,80.7 ,"A,E "
2008 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,White ,A1 ,151 ,0 ,4 ,7 ,162 ,151 ,216 ,204 ,210.0 ,71.9 ,"A,E "
2012 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,001 ,001 ,  ,Adair County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Total ,A1 ,149 ,0 ,0 ,6 ,155 ,149 ,192 ,190 ,191.0 ,78.0 ,"A,E "
2011 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Total ,A1 ,181 ,0 ,1 ,3 ,185 ,181 ,231 ,206 ,218.5 ,82.8 ,"A,E "
2010 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Total ,A1 ,167 ,0 ,1 ,5 ,173 ,167 ,232 ,212 ,222.0 ,75.2 ,"A,E "
2009 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Total ,A1 ,184 ,0 ,2 ,9 ,195 ,184 ,229 ,217 ,223.0 ,82.5 ,"A,E "
2008 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Total ,A1 ,159 ,0 ,3 ,7 ,169 ,159 ,220 ,204 ,212.0 ,75.0 ,"A,E "
2012 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Female ,Total ,A1 ,83 ,0 ,0 ,2 ,85 ,83 ,107 ,106 ,106.5 ,77.9 ,"A,E "
2011 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Female ,Total ,A1 ,97 ,0 ,1 ,1 ,99 ,97 ,120 ,112 ,116.0 ,83.6 ,"A,E "
2010 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Female ,Total ,A1 ,81 ,0 ,0 ,3 ,84 ,81 ,122 ,103 ,112.5 ,72.0 ,"A,E "
2009 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Female ,Total ,A1 ,95 ,0 ,0 ,4 ,99 ,95 ,118 ,112 ,115.0 ,82.6 ,"A,E "
2008 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Female ,Total ,A1 ,76 ,0 ,0 ,5 ,81 ,76 ,108 ,101 ,104.5 ,72.7 ,"A,E "
2012 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Male ,Total ,A1 ,66 ,0 ,0 ,4 ,70 ,66 ,85 ,84 ,84.5 ,78.1 ,"A,E "
2011 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Male ,Total ,A1 ,84 ,0 ,0 ,2 ,86 ,84 ,111 ,94 ,102.5 ,82.0 ,"A,E "
2010 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Male ,Total ,A1 ,86 ,0 ,1 ,2 ,89 ,86 ,110 ,109 ,109.5 ,78.5 ,"A,E "
2009 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Male ,Total ,A1 ,89 ,0 ,2 ,5 ,96 ,89 ,111 ,105 ,108.0 ,82.4 ,"A,E "
2008 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Male ,Total ,A1 ,83 ,0 ,3 ,2 ,88 ,83 ,112 ,103 ,107.5 ,77.2 ,"A,E "
2012 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,White ,A1 ,143 ,0 ,0 ,6 ,149 ,143 ,184 ,184 ,184.0 ,77.7 ,"A,E "
2011 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,White ,A1 ,167 ,0 ,1 ,3 ,171 ,167 ,219 ,197 ,208.0 ,80.3 ,"A,E "
2010 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,White ,A1 ,160 ,0 ,1 ,4 ,165 ,160 ,220 ,204 ,212.0 ,75.5 ,"A,E "
2009 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,White ,A1 ,175 ,0 ,2 ,9 ,186 ,175 ,211 ,201 ,206.0 ,85.0 ,"A,E "
2008 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,White ,A1 ,150 ,0 ,3 ,7 ,160 ,150 ,206 ,193 ,199.5 ,75.2 ,"A,E "
2012 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,001010 ,001 ,010 ,Adair County ,Adair County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Total ,A1 ,212 ,2 ,3 ,6 ,223 ,214 ,261 ,245 ,253.0 ,84.6 ,  
2011 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Total ,A1 ,209 ,1 ,1 ,6 ,217 ,210 ,285 ,262 ,273.5 ,76.8 ,  
2010 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Total ,A1 ,192 ,1 ,6 ,6 ,205 ,193 ,237 ,228 ,232.5 ,83.0 ,  
2009 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Total ,A1 ,230 ,2 ,3 ,14 ,249 ,232 ,299 ,284 ,291.5 ,79.6 ,  
2008 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Total ,A1 ,187 ,5 ,0 ,8 ,200 ,192 ,251 ,237 ,244.0 ,78.7 ,  
2012 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Female ,Total ,A1 ,122 ,0 ,2 ,1 ,125 ,122 ,133 ,134 ,133.5 ,91.4 ,  
2011 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Female ,Total ,A1 ,105 ,0 ,0 ,4 ,109 ,105 ,138 ,128 ,133.0 ,78.9 ,  
2010 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Female ,Total ,A1 ,92 ,0 ,1 ,2 ,95 ,92 ,107 ,101 ,104.0 ,88.5 ,  
2009 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Female ,Total ,A1 ,135 ,0 ,1 ,6 ,142 ,135 ,166 ,166 ,166.0 ,81.3 ,  
2008 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Female ,Total ,A1 ,98 ,2 ,0 ,2 ,102 ,100 ,119 ,118 ,118.5 ,84.4 ,  
2012 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Male ,Total ,A1 ,90 ,2 ,1 ,5 ,98 ,92 ,128 ,111 ,119.5 ,77.0 ,  
2011 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Male ,Total ,A1 ,104 ,1 ,1 ,2 ,108 ,105 ,147 ,134 ,140.5 ,74.7 ,  
2010 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Male ,Total ,A1 ,100 ,1 ,5 ,4 ,110 ,101 ,130 ,127 ,128.5 ,78.6 ,  
2009 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Male ,Total ,A1 ,95 ,2 ,2 ,8 ,107 ,97 ,133 ,118 ,125.5 ,77.3 ,  
2008 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Male ,Total ,A1 ,89 ,3 ,0 ,6 ,98 ,92 ,132 ,119 ,125.5 ,73.3 ,  
2012 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,White ,A1 ,197 ,2 ,3 ,6 ,208 ,199 ,247 ,233 ,240.0 ,82.9 ,  
2011 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,White ,A1 ,205 ,1 ,1 ,6 ,213 ,206 ,278 ,257 ,267.5 ,77.0 ,  
2010 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,White ,A1 ,183 ,1 ,6 ,5 ,195 ,184 ,229 ,218 ,223.5 ,82.3 ,  
2009 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,White ,A1 ,225 ,2 ,3 ,14 ,244 ,227 ,295 ,280 ,287.5 ,79.0 ,  
2008 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,White ,A1 ,184 ,4 ,0 ,6 ,194 ,188 ,246 ,233 ,239.5 ,78.5 ,  
2012 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,005 ,005 ,  ,Allen County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Total ,A1 ,212 ,2 ,3 ,6 ,223 ,214 ,261 ,245 ,253.0 ,84.6 ,  
2011 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Total ,A1 ,209 ,1 ,1 ,6 ,217 ,210 ,285 ,262 ,273.5 ,76.8 ,  
2010 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Total ,A1 ,192 ,1 ,6 ,6 ,205 ,193 ,237 ,228 ,232.5 ,83.0 ,  
2009 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Total ,A1 ,230 ,2 ,3 ,14 ,249 ,232 ,299 ,284 ,291.5 ,79.6 ,  
2008 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Total ,A1 ,187 ,5 ,0 ,8 ,200 ,192 ,251 ,237 ,244.0 ,78.7 ,  
2012 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Female ,Total ,A1 ,122 ,0 ,2 ,1 ,125 ,122 ,133 ,134 ,133.5 ,91.4 ,  
2011 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Female ,Total ,A1 ,105 ,0 ,0 ,4 ,109 ,105 ,138 ,128 ,133.0 ,78.9 ,  
2010 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Female ,Total ,A1 ,92 ,0 ,1 ,2 ,95 ,92 ,107 ,101 ,104.0 ,88.5 ,  
2009 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Female ,Total ,A1 ,135 ,0 ,1 ,6 ,142 ,135 ,166 ,166 ,166.0 ,81.3 ,  
2008 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Female ,Total ,A1 ,98 ,2 ,0 ,2 ,102 ,100 ,119 ,118 ,118.5 ,84.4 ,  
2012 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Male ,Total ,A1 ,90 ,2 ,1 ,5 ,98 ,92 ,128 ,111 ,119.5 ,77.0 ,  
2011 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Male ,Total ,A1 ,104 ,1 ,1 ,2 ,108 ,105 ,147 ,134 ,140.5 ,74.7 ,  
2010 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Male ,Total ,A1 ,100 ,1 ,5 ,4 ,110 ,101 ,130 ,127 ,128.5 ,78.6 ,  
2009 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Male ,Total ,A1 ,95 ,2 ,2 ,8 ,107 ,97 ,133 ,118 ,125.5 ,77.3 ,  
2008 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Male ,Total ,A1 ,89 ,3 ,0 ,6 ,98 ,92 ,132 ,119 ,125.5 ,73.3 ,  
2012 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,White ,A1 ,197 ,2 ,3 ,6 ,208 ,199 ,247 ,233 ,240.0 ,82.9 ,  
2011 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,White ,A1 ,205 ,1 ,1 ,6 ,213 ,206 ,278 ,257 ,267.5 ,77.0 ,  
2010 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,White ,A1 ,183 ,1 ,6 ,5 ,195 ,184 ,229 ,218 ,223.5 ,82.3 ,  
2009 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,White ,A1 ,225 ,2 ,3 ,14 ,244 ,227 ,295 ,280 ,287.5 ,79.0 ,  
2008 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,White ,A1 ,184 ,4 ,0 ,6 ,194 ,188 ,246 ,233 ,239.5 ,78.5 ,  
2012 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,005020 ,005 ,020 ,Allen County ,Allen County-Scottsville High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Total ,Total ,A1 ,269 ,1 ,3 ,1 ,274 ,270 ,338 ,301 ,319.5 ,84.5 ,  
2011 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Total ,Total ,A1 ,285 ,0 ,5 ,7 ,297 ,285 ,354 ,319 ,336.5 ,84.7 ,  
2010 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Total ,Total ,A1 ,271 ,1 ,3 ,1 ,276 ,272 ,318 ,303 ,310.5 ,87.6 ,  
2009 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Total ,Total ,A1 ,289 ,0 ,1 ,8 ,298 ,289 ,341 ,318 ,329.5 ,87.7 ,  
2008 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Total ,Total ,A1 ,263 ,1 ,3 ,5 ,272 ,264 ,311 ,289 ,300.0 ,88.0 ,  
2012 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Female ,Total ,A1 ,134 ,1 ,1 ,1 ,137 ,135 ,173 ,161 ,167.0 ,80.8 ,  
2011 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Female ,Total ,A1 ,146 ,0 ,2 ,4 ,152 ,146 ,180 ,159 ,169.5 ,86.1 ,  
2010 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Female ,Total ,A1 ,127 ,0 ,2 ,0 ,129 ,127 ,144 ,138 ,141.0 ,90.1 ,  
2009 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Female ,Total ,A1 ,126 ,0 ,1 ,4 ,131 ,126 ,158 ,149 ,153.5 ,82.1 ,  
2008 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Female ,Total ,A1 ,135 ,1 ,3 ,4 ,143 ,136 ,156 ,153 ,154.5 ,88.0 ,  
2012 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Male ,Total ,A1 ,135 ,0 ,2 ,0 ,137 ,135 ,165 ,140 ,152.5 ,88.5 ,  
2011 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Male ,Total ,A1 ,139 ,0 ,3 ,3 ,145 ,139 ,174 ,160 ,167.0 ,83.2 ,  
2010 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Male ,Total ,A1 ,144 ,1 ,1 ,1 ,147 ,145 ,174 ,165 ,169.5 ,85.6 ,  
2009 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Male ,Total ,A1 ,163 ,0 ,0 ,4 ,167 ,163 ,183 ,169 ,176.0 ,92.6 ,  
2008 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Male ,Total ,A1 ,128 ,0 ,0 ,1 ,129 ,128 ,155 ,136 ,145.5 ,88.0 ,  
2012 ,011 ,011 ,  ,Anderson County ,DISTRICT TOTAL ,Total ,White ,A1 ,255 ,1 ,3 ,1 ,260 ,256 ,325 ,288 ,306.5 ,83.5 ,  
